text;label
paslon bilang sendiri asal bapak senang abs;Negatif
debat cagub dki siapa paling pas hati;Netral
cocok biar tanah abang kayak chatucak bangkok;Positif
plt gubernur dki kalau janji manis;Netral
semua survey menang;Positif
pak ahok djarot memang hebat sylvi pingin dprd korupsi mgkn haha enggak ga mgkn perilaku ahok anggap jahat verbal;Positif
langsung damai aman;Positif
daaaandijelasin ahy;Netral
baik inci logis kreatif pandai santun;Positif
hihi ga sabar lihat ikut udah h nih pak;Netral
maennya gak sportif spanduk mas pram bang doel pasang panjang jl basuki timur cipinang besar utara dicopotin orang gak tanggung jawab hari photo spanduk dikarungin tetap;Negatif
anies sandi no gubernur dki jakartatetap oce oko trip;Netral
pramono tunjuk cinta lingkung bagai program hijau langkah sangat penting jaga kualitas udara indah kota;Positif
cagub bikin rumah murah jkt ciyuus nih pak murah rusun jtan paling minim loh;Netral
mantab nih ahok anies satu pilkada jakarta selesai menang anies selamat mas pram doel kalian memang kecut;Negatif
pramono anung tunjuk dekat proaktif tangan masalah banjir cipete madu bijak bukti efektif komitmen cipta lingkung lebih aman warga;Positif
mas tanding kandang persija ramah perempuan disabilitas mas pram ingin ada shuttle bus guna tonton persija masuk sandang disabilitas;Positif
seru kampanye akbar pramdoel mnang sabtu nov ntar yuk;Positif
sejati anies baswedan dekat pks usung rk pilih politik anies beda pks monasnya arab jepang;Netral
wakil kang kamil si dicariin sama pemuda muhammadiyah jakarta niihh gede partaei ngakunya paling islami laku balik amanah kecil kagak kok ngomongin teladan nabi preeet laaah;Negatif
pramono taman jadi tempat istirahat ruang putar ekonomi manfaat area sebut tingkat ekonomi lokal;Positif
yakin aniesandi menang tunggu hasil surveysurvey bayar paslon;Negatif
baik;Positif
pokoke pokoke ahok the best for jakarta cuma janji manis doang;Positif
ce bla bla bla bla co jadi tanya ce emang semua cowo sama gak peka;Negatif
yuk simak sesi dua siapa tampil cemerlang;Netral
durasi debat jam durasi calon ngomong paling menit sisa banyak basabasi ngambil tanya fishbowl lebih lama waktu menit paslon jelasin berteletele;Negatif
makin didengerin omong anis makin ngeblunder tanya jawab kagak jls;Negatif
menang pilgub jakarta sama mas kaji ubah sistem zonasi ppdb ingat semua wilayah milik sekolah negeri tampung siswa lewat jalur zonasi;Negatif
guna isu pilkada;Netral
kalo semua tuju bang doel gimana kalo banyak ajar dulu paslon nomor nih tar thn depan baru deh nyalon pramdoel mnang wendy anies jepang;Negatif
bingung teori dramaturgi ngomong tolak pecah slalu besar pecah n mncptkn jurang prbedaan;Negatif
ah akun wagu media sosial buat kampanye tanya soal industri kretek ganjar jawab sangat jelas;Negatif
calon gubernur jakarta nomor urut pramono anung target raih suara persen undecided voters survei rilis smrc undecided voters responden survei tentu siapa pilih;Netral
jadi insentif salah satu program utama pramono anung tunjuk harga kontribusi masyarakat langkah sangat baik motivasi kaderkader kerja lapang;Netral
gu keluarga abah dukung ahok;Netral
mas pram tani once dealova ruparupanya sukses buat bahagia warga tempat unjung kawasan grogol selatan kebayoran lama jakarta selatan kamis mas pram bang doel kaga ribet dah;Positif
ane peduli bangun manusia bodo g suka katain gusur mampus;Negatif
cagub jakarta nomor urut dharma pongrekun kata siap program getuk tular adab semua masalah program bina konsumen maupun produsen;Negatif
hmadfauzanaulia aniesbaswedan kalau urus bang sandiuno not bad lah;Netral
senin kang acep teh gita bongkar komitmen bangun jawa barat lebih daya budaya aman sejahtera jangan lupa bahagia sama pilih no;Netral
prdebatan janji langit vs laksana vs omong langit dipilihdipilih;Negatif
rasa serang ahok kok suka bangun opini sesat;Negatif
si abang mulai senyum nyenggolboleh;Positif
calon gubernur jakarta nomor urut pramono anung upaya selesai pipanisasi wujud air bersih jakarta capai persen;Positif
pramono anung orang calon gubernur orang pimpin inspiratif visi komitmen jadi jakarta kota lebih inklusif budaya cermin karakter kualitas pimpin;Positif
visi misi paslon realisasi semua satu bukan saling mncacimnjatuhkan sama wrg jkt;Netral
warga negara republik indonesiaberbeda satu;Positif
rantau mang selalu junjung tinggi nilai manusia dukung pramono anung wujud nyata peduli sama jakarta;Positif
kawal mas pram bang doel mulai tingkat;Positif
ekspresi ngedenger jawab paslon;Netral
pramono daya masyarakat lalu programprogram beri latih didik daya masyarakat lebih mandiri;Positif
lahan tengah sungai tuh gimana dah bang emil;Positif
calon gubernur jakarta nomor urut pramono anung target pipanisasi sedia air bersih jakarta bakal rampung wujud pilih gubernur jakarta;Positif
cagub dki jakarta mas slalu rendah hati walaupun banyak dukung doa spirit energi dapat prof saparinah sadli darius;Positif
pramono tingkat sadar sosial kalang warga jakarta didik informasi cipta masyarakat lebih peduli;Positif
siapa pilih paslon kuat kamu;Netral
panelis ruang buka hijau agus betul masuk visi misi revitalisasi;Positif
dukung ahok dukung anak abah nyata dukung penuh menang pramono rano;Positif
dp tetep absurd malam;Positif
jadi nyata mas noval mbak susanti bu yoss keluarga;Netral
bu silvy jadi ibu rumah tangga ahy silvy selalu pojok ahok djarot;Positif
kayak hampir semua tanya paslon no gak jawab sama paslon no mungkin aku gak ngerti;Negatif
selamat pagi salam sehat tetap semangat perabot perabot perabot serba lima rebu;Positif
pilih pramdoel mnang putar pramdoel ahok nya anies nya jangan pilih paslon mulyono nya;Positif
gimana yakang;Negatif
pramono anung komitmen tingkat konektivitas pasar minggu destinasi jakarta mudah unjung akses pasar habis waktu area sekitar tingkat potensi ekonomi lokal;Positif
opini sesat hmmm benar sich;Negatif
sidang semangat pak benar muncul sperti terang;Netral
tanya gen rk nyata gak realistis gak up date kopi gratis bayar bangkrut gimana pemda bikin gratis;Positif
so sweet puji mas djarot ira koesno;Positif
pramono anung rencana integrasi prinsip lanjut renovasi pasar minggu cakup guna bahan ramah lingkung kelola limbah baik bantu cipta pasar bersih jg ramah lingkung;Positif
suka tanya liat jawab pak jawab bukan diceritain;Positif
ahok nuwun sewu pak anies;Netral
pramono anung rencana jalin kolaborasi kuat sektor swasta bangun jakarta sinergi cepat bangun tingkat kualitas layan;Positif
pramono anung nilai didik olahraga sangat penting generasi datang rencana tingkat akses didik olahraga jakarta lebih banyak anak muda rasa manfaat olahraga;Positif
cek fakta debat calon gubernur dki jakarta nomor urut sebut pandemi covid rupa agenda selubung kuat asing ambil kedaualatan indonesia lewat isu sehat benar;Netral
allahualam cuman allah tau siapa gue pilih cuman allah tau gue pilih orang sebut;Netral
pramono anung komitmen cipta jakarta inklusif mana semua warga rasa libat milik tempat bangun kota;Positif
mas kali sapa warga grogol kebayoran lama jakarta selatan biasa mas pram laku belanja masalah temu warga sekaligus kenal diri dapat dukung pilih;Positif
suksesssss;Positif
duhh salah buu suka bu sylvi ngmg emak kan emg suka gitu;Negatif
ktka tanya bagaimana bangun gusur;Netral
coba perhatiin terjemah bahasa isyarat pojok kanan bawah kadang lucu kalo diperhatiin;Positif
apabila lihat alami pungli lapor langsung website saberpungliid sms telepon call center;Positif
untung;Positif
nyata tutup dharma pongrekunkun wardana yakin jakarta ubah jadi kota cinta seluruh warga dharmakun ajak warga jakarta jadi jakarta kota aman;Netral
oce ogah kerja ogah cape;Positif
ngakak eh rumah vertikal err;Netral
sandiaga uno guk angguk angguk angguk angguk angguk angguk;Netral
kalau akhir pak prabowo bu mega pak sby ikut hadirmungkin suasan debat lebih greeng;Positif
ibarat tinju perlahan jabjab mas pramono repot kang ridwan kamil mas pram sekal hadir kombinasi hook arah tahan ridwan kamil rk kalah mutlak;Netral
agus sedang mimpi pimpin prajurit militer;Negatif
pasang ahokjarot hasil kerja paslon retorika;Negatif
cara paslon no bilang sekarang lapar bodoh jelek bilang of;Negatif
ahok sebut bela anies enggak benar;Netral
semangat pak anies;Positif
pramono komitmen pasti semua taman jakarta akses semua orang langkah penting cipta kota inklusif;Positif
its more interesting to watch switch channel engga tarik;Netral
bila mas pram beri amanah jadi gubernur jakarta beliau rencana urus dana bantu kjp pusat masingmasing camat mantap salur bantu lebih tepat sasar;Positif
habib salim jindan suswono calon wagub pilkada jakarta nista agama islam hina nabi muhammad saw banyak umat islam kecewa statemennya;Negatif
siap jelang debat pilgub jakarta langsung jiexpo mayor komisi pilih umum kpu dki jakarta bakal selenggara debat perdana calon gubernur wakil gubernur pilkada jakarta hari minggu;Netral
lalu kada rami mun bawa masalah pribadi;Negatif
iki kuis karepe opo pak bibit kyk cah bayi hadeh;Netral
mantan gubernur jakarta anies baswedan lebih pilih habis akhir pekan tonton konser ketimbang saksi acara debat perdana pilgub dki jakarta langsung jiexpo mayor jakarta pusat debat pasang calon gubernur calon wakil gubernur;Netral
ayo sukses pilkada;Positif
pramono anung genggam rakyat arti pasang pramdoel siap abdi kerja rakyat paslon belah siap abdi kim plus paham sini tel aviv lemet antony dian sastrowardoyo lpdp;Positif
pak djarot;Netral
ptanyaan n sanggah nyambung s;Netral
camil nugget tahu sehat jkt;Netral
sandi alas gak tahu kua ppas emang alam birokrasi program oc implementasi kua ppas gimana;Netral
kagak pakai ribet dech warga jakarta pilih nomer;Netral
komen akhir buat debat malam graha buana;Netral
si mpok acungin jari jempol bwh debat sampe acara saling lerai moderatornyahmmyagitulha;Positif
sugianto ujang menggebugebu cukup detail jawab tanya willy terlalu normatif;Netral
perintah lebih baik;Positif
cagub dki pilih;Netral
warga banten bingung dengerin jelas doel;Netral
debat tarik intine sopo sing bakal menang lan kalah kudu terimo legowo mergo kui laku lampahe kesatriyo;Netral
debat pertama pilkada jakarta laksana malam minggu mulai pukul wib grand ballroom jiexpo convention centre and theatre mayor jakarta pusat;Netral
tentara yes  no permen kopiko;Netral
hewan ni kan hewan liar nak kurung wkwkkw;Netral
jakarta perlu pimpin berani ambil putus bukan sekadar imajinasi calon gubernur hadir acara temu jakarta catat masa depan jakarta ganara art space mal fx sudirman jakarta pusat;Netral
sing tgessopomin idem sampean mention masuk pasang ganjar heru menang telak pertama;Positif
pimpin visioner pramono anung tawar harap baru warga jakarta visi misi jelas bawa ubah positif semua;Positif
jangan bohong akal sehat;Negatif
pramono dorong semua warga libat aktif rencana kota libat suara warga dengar perhati;Positif
pram doel sama rakyat;Positif
fix ragu anak abah sungguh dukung pramono rano ssttt nyala abang ku mike tyson;Positif
jangan lupa besok ala hahaaa only at stay tune;Netral
debat dua pilgub jakarta malam engga kalah seru debat pertama nih detikers  ikut kutip tarik debat dua pilgub jakarta malam;Netral
mas bang janji mulukmuluk warga jakarta pramono berkomintmen bakal lanjut programprogram gubernur belum baikbaik;Positif
kalau kemaren dukung ormas betawi madura baalawi kali pramrano dukung keluarga mang jakarta uda bilang pramrano dukung wakil sabang merauke;Positif
support keluarga ga anggap;Negatif
wih langsung pak jokowi turun jakarta rano karno insya allah menang;Positif
nonton debat gadget kamu mulai pukul wib live ch inews pandu link download android link download ios;Netral
orang betawi kecewa kaga satu pasang pake pakean betawi;Netral
profil cagubcawagub dki nomor urut;Negatif
perang ngeles;Negatif
komentar youtube debat pilgub dki isi full sama promosi judi online;Netral
cagubnya gak punya alam cawagubnya usir warga banten;Positif
tiga paslon pilgub dki jakarta laksana debat perdana jiexpo mayor jakarta pusat minggu malam banyak personel gabung kerah aman debat sebut;Netral
tarik gak nyambung mpok kata anies lalu senyum nyengir dang;Negatif
komitmen mas pram hidup fungsi taman taman jakarta salah arhan bang udah bang;Positif
gregetan debat djarot cubitcubit ahok;Negatif
jadi tanya aqua;Netral
jangan khawatir angka angka penting semangat visi misi dharma pongrekun kun wardana;Positif
mantul makin yakin;Positif
rudal siap siap bombardir tinggal luncur;Negatif
hahahahahahaha si ahok bisa euy nyentil paslon;Negatif
mas pram sorot penting batas guna air tanah hingga kini laku usaha pusat belanja jakarta turut laku batas guna air tanah warga jkt terima air bersih;Positif
cawagub jakarta nomor urut rano karno tanggap nyata cawagub jakarta nomor urut suswono rano karno kata jakarta selesai masalah sendiri diri lihat aglomerasi depan saksi;Negatif
hibur simak potong statement dharma pongrekun debat pilgub dki;Netral
pamungkas the loser is;Netral
pasang ahokjarot kerja pasang menghayal banyak teori ahok hebat;Negatif
sedang langsung debat cagub dki jakarta link live streaming;Netral
dukung kuat warga mang pramono anung jadi harap baru warga jakarta ubah lebih baik;Positif
pramono anung usaha bangkit semangat olahraga jakarta cipta lingkung mana olahraga jadi bagi penting hidup seharihari masyarakat;Positif
mimin ngingetin nih buat kamu warga jateng jangan lupa saksi debat cagub jateng kenal tentu pilih;Netral
pasang justru sepakat serang pasang gak peduli program tawar;Negatif
calon wakil gubernur jakarta nomor urut rano karno ungkap fakta jakarta mungkin kembang sektor tani skala besar;Netral
bahas ikan kail kolam tambah makan ikan uang bagi;Netral
calon gubernur jakarta nomor urut dharma pongrekun kata daya masyarakat pulau ribu tanam rumput laut sampai debat calon gubernur wakil gubernur jakarta hari;Netral
jauh momen paling lucu adl tanya tanya;Netral
pramono milik rencana kurang macet jakarta lalu kembang transportasi publik lebih baik jalan lebih nyaman efisien;Positif
tanggap sub tema tata mukim rano karno sebut tata kampung libat warga jauh warga mata cahari;Netral
hot jakarta jakarta makin nyala bagai elemen masyarakat satu suara dukung mas pram bang doel kini aliansi masyarakat sunda jakarta deklarasi dukung mas pram bang doel;Positif
pramono anung ajak semua warga masuk rantau mang bersamasama bangun jakarta jadi kota lebih baik harmonis;Positif
percaya id game promo bonus to referral klik;Netral
rispek kang emil minta ngaku gak perfect suka tanya mas pram tajem sopan;Netral
mungkin debat hny bagi kecil masa kampanye dampak thdp tingkat pilih elektabilitas;Negatif
ketawa rem;Netral
debat pilgub dki bakal seru sih;Negatif
anyar smrc publikasi hasil survei elektabilitas pasang calon pilgub jakarta pasang nomor urut pramono anungrano karno unggul pasang calon lain unggul elektabilitas pramonorano;Positif
ribu tenaga kerja bongkar muat tkbm labuh tanjung priok deklarasi dukung pasang cagubcawagub dki jakarta pramono anung rano karno ayu ting ting gen ppn jepang sri mulyani;Positif
